ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	EDITID	SCAID	INFOMAP	LEXSTATID	COGNATES
10039	Sorowaha	SON	ahiḍi	ahiḍi	a h i ḍ i	a h i ḍ i	659	425	OFFSPRING				7 3 7 1 7	XBYBZ	AHITI	8	8.A.V 8.H.C 8.I.V 8.T.C 8.I.V	1.5 1.75 1.3 1.75 0.8	ahiḍi	0	1490	1320	1202	771	1289	1202
1438	Kulina	SONG	ahiɛ	ahiɛ	a h i ɛ	a h i ɛ	473	458	SONG				7 3 7 7	XBYZ	AHIE	6	6.A.V 6.H.C 6.I.V 6.E.V	1.5 1.75 1.3 0.8	ahiɛ	0	1492	1321	1203	772	1290	1203
1633	Kulina	SONG	tahiɛɾi	tahiɛɾi	t a h ɪ + ɛ ɾ i	t a h ɪ + ɛ ɾ i	178	178 444	SONG ?				1 7 3 7 9 7 5 7	AXBZ_XBZ	TAHI_ERI	6	6.T.C 6.A.V 6.H.C 6.I.V 6._._ 6.E.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	tahɪ+ɛɾi	0	1491	1323	1203	772	1290	1203
1998	Jarawara	SONG	tahi	tahi	t a h i	t a h i - - -	178	178	SONG				1 7 3 7	AXBZ	TAHI	5	5.T.C 5.A.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	tahi	1	1491	1321	1203	772	1290	1203
183	Banawa	SOUND OR NOISE	moni	moni	m o n i	m o n i	374	690	MESSAGE				4 7 4 7	AXBZ	MUNI	2	2.M.C 2.U.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	moni	0	1493	1324	1204	773	1291	1204
791	Jamamadi	SOUND OR NOISE	moni	moni	m o n i	m o n i	374	690	MESSAGE				4 7 4 7	AXBZ	MUNI	4	4.M.C 4.U.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	moni	0	1493	1324	1204	773	1291	1204
1140	Jarawara	SOUND OR NOISE	moni	moni	m o n i	m o n i	374	690	MESSAGE				4 7 4 7	AXBZ	MUNI	5	5.M.C 5.U.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	moni	0	1493	1324	1204	773	1291	1204
1439	Kulina	SOUR	tsikata	tsikata	ts i k a t a	ts i k a t a	693	693	SOUR				2 7 1 7 1 7	AXBYBZ	CIKATA	6	6.C.C 6.I.V 6.K.C 6.A.V 6.T.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsikata	0	1494	1325	1205	774	1292	1205
1721	Paumari	SOUR	tʃikaɗa	tʃikaɗa	tʃ i k a ɗ a	tʃ i k a ɗ a	693	693	SOUR				1 7 1 7 1 7	AXBYBZ	TIKATA	7	7.T.C 7.I.V 7.K.C 7.A.V 7.T.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃikaɗa	0	1495	1325	1205	774	1292	1205
1897	Sorowaha	SOUR	sihita / ʃihʲata	sihita	s i h i t a	s i h i t a	693	693	SOUR				3 7 3 7 1 7	AXBYBZ	SIHITA	8	8.S.C 8.I.V 8.H.C 8.I.V 8.T.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sihita	0	1496	1327	1205	774	1292	1205
5152	Sorowaha	SOUR	sihita / ʃihʲata	ʃihʲata	ʃ i hʲ a t a	ʃ i hʲ a t a	693	693	SOUR				3 7 3 7 1 7	AXBYBZ	SIHATA	8	8.S.C 8.I.V 8.H.C 8.A.V 8.T.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃihʲata	0	1496	1325	1205	774	1292	1205
175	Banawa	SPIDER	hako	hako	h a k o	- - h a k o	670	670	SPIDER				3 7 1 7	AXBZ	HAKU	2	2.H.C 2.A.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	hako	0	1497	1328	1206	775	1293	1206
500	Deni	SPIDER	hako	hako	h a k o	- - h a k o	670	670	SPIDER				3 7 1 7	AXBZ	HAKU	3	3.H.C 3.A.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	hako	0	1497	1328	1206	775	1293	1206
785	Jamamadi	SPIDER	hako	hako	h a k o	- - h a k o	670	670	SPIDER				3 7 1 7	AXBZ	HAKU	4	4.H.C 4.A.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	hako	0	1497	1328	1206	775	1293	1206
1130	Jarawara	SPIDER	hako	hako	h a k o	- - h a k o	670	670	SPIDER				3 7 1 7	AXBZ	HAKU	5	5.H.C 5.A.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	hako	0	1497	1328	1206	775	1293	1206
1521	Kulina	SPIDER	hako	hako	h a k o	- - h a k o	670	670	SPIDER				3 7 1 7	AXBZ	HAKU	6	6.H.C 6.A.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	hako	0	1497	1328	1206	775	1293	1206
1926	Sorowaha	SPIDER	hahako	hahako	h a h a k o	h a h a k o	670	670	SPIDER				3 7 3 7 1 7	AXBYBZ	HAHAKU	8	8.H.C 8.A.V 8.H.C 8.A.V 8.K.C 8.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hahako	0	1502	1328	1206	775	1293	1206
5084	Kulina	SPIDER	wanakoni	wanakoni	w a n a k o n i	w a n a k o n i	197	197	SPIDER.SP.				6 7 4 7 1 7 4 7	AXBYBYBZ	WANAKUNI	6	6.W.C 6.A.V 6.N.C 6.A.V 6.K.C 6.U.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakoni	0	1503	1334	1212	776	1300	1212
5085	Deni	SPIDER	wanakoni	wanakoni	w a n a k o n i	w a n a k o n i	197	197	SPIDER.SP.				6 7 4 7 1 7 4 7	AXBYBYBZ	WANAKUNI	3	3.W.C 3.A.V 3.N.C 3.A.V 3.K.C 3.U.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakoni	0	1503	1334	1212	776	1300	1212
5086	Jarawara	SPIDER	wanakori	wanakori	w a n a k o r i	w a n a k o r i	197	197	SPIDER.SP.				6 7 4 7 1 7 5 7	AXBYBYBZ	WANAKURI	5	5.W.C 5.A.V 5.N.C 5.A.V 5.K.C 5.U.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakori	0	1503	1334	1212	776	1300	1212
5087	Banawa	SPIDER	wanakori	wanakori	w a n a k o r i	w a n a k o r i	197	197	SPIDER.SP.				6 7 4 7 1 7 5 7	AXBYBYBZ	WANAKURI	2	2.W.C 2.A.V 2.N.C 2.A.V 2.K.C 2.U.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakori	0	1503	1334	1212	776	1300	1212
5088	Jamamadi	SPIDER	wanakori	wanakori	w a n a k o r i	w a n a k o r i	197	197	SPIDER.SP.				6 7 4 7 1 7 5 7	AXBYBYBZ	WANAKURI	4	4.W.C 4.A.V 4.N.C 4.A.V 4.K.C 4.U.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wanakori	0	1503	1334	1212	776	1300	1212
10077	Sorowaha	SPIDER MONKEY	sɨwɨ	sɨwɨ	s ɨ w ɨ	s ɨ w ɨ	709	652	SPIDER.MONKEY			Ateles Paniscus	3 7 6 7	AXBZ	SIWI	8	8.S.C 8.I.V 8.W.C 8.I.V	2.0 1.5 1.75 0.8	sɨwɨ	0	1504	1335	1213	777	1301	1213
560	Deni	SPILL (SOMETHING)	kitsʰa	kitsʰa	k i tsʰ a	k i tsʰ a	109	109	SPILL				1 7 2 7	AXBZ	KICA	3	3.K.C 3.I.V 3.C.C 3.A.V	2.0 1.5 1.75 0.8	kitsʰa	0	1505	1336	1214	778	1302	1214
1577	Kulina	SPILL (SOMETHING)	kitsʰa	kitsʰa	k i tsʰ a	k i tsʰ a	109	109	SPILL				1 7 2 7	AXBZ	KICA	6	6.K.C 6.I.V 6.C.C 6.A.V	2.0 1.5 1.75 0.8	kitsʰa	0	1505	1336	1214	778	1302	1214
1798	Paumari	SPILL (SOMETHING)	kitʃo	kitʃo	k i tʃ o	k i tʃ o	109	109	SPILL				1 7 1 7	AXBZ	KITU	7	7.K.C 7.I.V 7.T.C 7.U.V	2.0 1.5 1.75 0.8	kitʃo	0	1507	1336	1214	778	1302	1214
5017	Sorowaha	SPIRIT	kuɾimʲa	kuɾimʲa	k u ɾ i mʲ a	k u ɾ i mʲ a	1233	1233	SPIRIT				1 7 5 7 4 7	AXBYBZ	KYRIMA	8	8.K.C 8.Y.V 8.R.C 8.I.V 8.M.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kuɾimʲa	0	1508	1337	1215	779	1303	1215
274	Banawa	SPIT	ɸiro	ɸiro	ɸ i r o	ɸ i r o	158	158	SPIT				3 7 5 7	AXBZ	BIRU	2	2.B.C 2.I.V 2.R.C 2.U.V	2.0 1.5 1.75 0.8	ɸiro	0	1509	1338	1216	780	1304	1216
883	Jamamadi	SPIT	ɸiro	ɸiro	ɸ i r o	ɸ i r o	158	158	SPIT				3 7 5 7	AXBZ	BIRU	4	4.B.C 4.I.V 4.R.C 4.U.V	2.0 1.5 1.75 0.8	ɸiro	0	1509	1338	1216	780	1304	1216
1246	Jarawara	SPIT	ɸiro	ɸiro	ɸ i r o	ɸ i r o	158	158	SPIT				3 7 5 7	AXBZ	BIRU	5	5.B.C 5.I.V 5.R.C 5.U.V	2.0 1.5 1.75 0.8	ɸiro	0	1509	1338	1216	780	1304	1216
1621	Kulina	SPIT	pʰito	pʰito	pʰ i t o	pʰ i t o	158	158	SPIT				1 7 1 7	AXBZ	PITU	6	6.P.C 6.I.V 6.T.C 6.U.V	2.0 1.5 1.75 0.8	pʰito	0	1512	1338	1219	781	1304	1219
1109	Jarawara	SPLIT	jara / sibi	jara	j a r a	j a r a	1234	1234	SPLIT				6 7 5 7	AXBZ	JARA	5	5.J.C 5.A.V 5.R.C 5.A.V	2.0 1.5 1.75 0.8	jara	0	1513	1339	1220	782	1305	1220
1110	Jarawara	SPLIT	jara / sibi	sibi	s i b i	s i b i	1235	1235	SPLIT				3 7 1 7	AXBZ	SIPI	5	5.S.C 5.I.V 5.P.C 5.I.V	2.0 1.5 1.75 0.8	sibi	0	1514	1340	1221	783	1306	1221
1807	Paumari	SPREAD OUT	riɸira	riɸira	r i ɸ i r a	r i ɸ i r a	628	403	unknown3				5 7 3 7 5 7	AXBYBZ	RIBIRA	7	7.R.C 7.I.V 7.B.C 7.I.V 7.R.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	riɸira	0	1515	1341	1222	784	1307	1222
263	Banawa	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE				4 7 1 7	AXBZ	NIKI	2	2.N.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	niki	0	1516	1342	1223	785	1308	1223
602	Deni	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE				4 7 1 7	AXBZ	NIKI	3	3.N.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	niki	0	1516	1342	1223	785	1308	1223
871	Jamamadi	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE				4 7 1 7	AXBZ	NIKI	4	4.N.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	niki	0	1516	1342	1223	785	1308	1223
1233	Jarawara	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE				4 7 1 7	AXBZ	NIKI	5	5.N.C 5.I.V 5.K.C 5.I.V	2.0 1.5 1.75 0.8	niki	0	1516	1342	1223	785	1308	1223
1497	Kulina	SQUEEZE	tsʰipo / niki	tsʰipo	tsʰ i p o	tsʰ i p o	567	555	SQUEEZE				2 7 1 7	AXBZ	CIPU	6	6.C.C 6.I.V 6.P.C 6.U.V	2.0 1.5 1.75 0.8	tsʰipo	0	1520	1346	1227	786	1312	1227
1611	Kulina	SQUEEZE	tsʰipo / niki	niki	n i k i	n i k i	142	142	SQUEEZE				4 7 1 7	AXBZ	NIKI	6	6.N.C 6.I.V 6.K.C 6.I.V	2.0 1.5 1.75 0.8	niki	0	1516	1342	1223	785	1308	1223
5027	Sorowaha	SQUIRREL	taawi	taawi	t aː w i	t aː w i	443	426	SQUIRREL				1 7 6 7	AXBZ	TAWI	8	8.T.C 8.A.V 8.W.C 8.I.V	2.0 1.5 1.75 0.8	taːwi	0	1521	1347	1228	787	1313	1228
567	Deni	SQUIRREL MONKEY	pitsʰi	pitsʰi	p i tsʰ i	p i tsʰ i	559	401	SQUIRREL.MONKEY				1 7 2 7	AXBZ	PICI	3	3.P.C 3.I.V 3.C.C 3.I.V	2.0 1.5 1.75 0.8	pitsʰi	0	1522	1348	1229	788	1314	1229
1584	Kulina	SQUIRREL MONKEY	pitsʰi	pitsʰi	p i tsʰ i	p i tsʰ i	559	401	SQUIRREL.MONKEY				1 7 2 7	AXBZ	PICI	6	6.P.C 6.I.V 6.C.C 6.I.V	2.0 1.5 1.75 0.8	pitsʰi	0	1522	1348	1229	788	1314	1229
485	Deni	STAND	wa	wa	w a	w a - - - -	232	232	STAND				6 7	AX	WA	3	3.W.C 3.A.V	2.0 1.5	wa	0	1523	1349	1230	789	1315	1230
770	Jamamadi	STAND	wa	wa	w a	w a - - - -	232	232	STAND				6 7	AX	WA	4	4.W.C 4.A.V	2.0 1.5	wa	0	1523	1349	1230	789	1315	1230
1112	Jarawara	STAND	wa	wa	w a	w a - - - -	232	232	STAND				6 7	AX	WA	5	5.W.C 5.A.V	2.0 1.5	wa	0	1523	1349	1230	789	1315	1230
1498	Kulina	STAND	wa	wa	w a	w a - - - -	232	232	STAND				6 7	AX	WA	6	6.W.C 6.A.V	2.0 1.5	wa	0	1523	1349	1230	789	1315	1230
1749	Paumari	STAND	gaa	gaa	g aː	g aː - - - -	232	232	STAND				1 7	AX	KA	7	7.K.C 7.A.V	2.0 1.5	gaː	0	1527	1353	1234	790	1319	1234
1914	Sorowaha	STAND	gawɨja	gawɨja	g a w ɨ j a	g a w ɨ j a	232	232	STAND				1 7 6 7 6 7	AXBYBZ	KAWIJA	8	8.K.C 8.A.V 8.W.C 8.I.V 8.J.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	gawɨja	0	1528	1354	1235	791	1320	1235
9	Arawa	STAR	amoa	amoa	a m o a	a m o - a	9	9	STAR				7 4 7 7	XBYZ	AMUA	1	1.A.V 1.M.C 1.U.V 1.A.V	1.5 1.75 1.3 0.8	amoa	0	1529	1355	1236	792	1321	1236
133	Banawa	STAR	amowa	amowa	a m o w a	a m o w a	9	9	STAR				7 4 7 6 7	XBYBZ	AMUWA	2	2.A.V 2.M.C 2.U.V 2.W.C 2.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	1529	1355	1236	792	1321	1236
444	Deni	STAR	amowa	amowa	a m o w a	a m o w a	9	9	STAR				7 4 7 6 7	XBYBZ	AMUWA	3	3.A.V 3.M.C 3.U.V 3.W.C 3.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	1529	1355	1236	792	1321	1236
737	Jamamadi	STAR	amowa	amowa	a m o w a	a m o w a	9	9	STAR				7 4 7 6 7	XBYBZ	AMUWA	4	4.A.V 4.M.C 4.U.V 4.W.C 4.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	1529	1355	1236	792	1321	1236
1066	Jarawara	STAR	amowa	amowa	a m o w a	a m o w a	9	9	STAR				7 4 7 6 7	XBYBZ	AMUWA	5	5.A.V 5.M.C 5.U.V 5.W.C 5.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	1529	1355	1236	792	1321	1236
1440	Kulina	STAR	amowa	amowa	a m o w a	a m o w a	9	9	STAR				7 4 7 6 7	XBYBZ	AMUWA	6	6.A.V 6.M.C 6.U.V 6.W.C 6.A.V	1.5 1.75 1.3 1.75 0.8	amowa	0	1529	1355	1236	792	1321	1236
5164	Sorowaha	STAR	amuwa	amuwa	a m u w a	a m u w a	9	9	STAR				7 4 7 6 7	XBYBZ	AMYWA	8	8.A.V 8.M.C 8.Y.V 8.W.C 8.A.V	1.5 1.75 1.3 1.75 0.8	amuwa	0	1529	1355	1236	792	1321	1236
134	Banawa	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL				1 7 1 7	AXBZ	PUTI	2	2.P.C 2.U.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	boti	0	1530	1356	1237	793	1322	1237
445	Deni	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL				1 7 1 7	AXBZ	PUTI	3	3.P.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	boti	0	1530	1356	1237	793	1322	1237
738	Jamamadi	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL				1 7 1 7	AXBZ	PUTI	4	4.P.C 4.U.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	boti	0	1530	1356	1237	793	1322	1237
1067	Jarawara	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL				1 7 1 7	AXBZ	PUTI	5	5.P.C 5.U.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	boti	1	1530	1356	1237	793	1322	1237
1441	Kulina	STEAL	boti	boti	b o t i	b o t i	25	25	STEAL				1 7 1 7	AXBZ	PUTI	6	6.P.C 6.U.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	boti	0	1530	1356	1237	793	1322	1237
1722	Paumari	STEAL	boʔi	boʔi	b o ʔ i	b o ʔ i	25	25	STEAL				1 7 1 7	AXBZ	PUHI	7	7.P.C 7.U.V 7.H.C 7.I.V	2.0 1.5 1.75 0.8	boʔi	0	1535	1356	1237	793	1322	1237
1583	Kulina	STICK	pini	pini	p i n i	p i n i	558	400	STICK				1 7 4 7	AXBZ	PINI	6	6.P.C 6.I.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	pini	0	1536	1357	1238	794	1323	1238
1723	Paumari	STICK	athana	athana	a t h a n a	a t h a n a	618	474	STICK				7 1 3 7 4 7	XBCYBZ	ATHANA	7	7.A.V 7.T.C 7.H.C 7.A.V 7.N.C 7.A.V	1.5 1.75 1.5 1.3 1.75 0.8	athana	0	1537	1358	1239	795	1324	1239
10030	Sorowaha	STICK	agadaɾu	agadaɾu	a g a + d a ɾ u	a g a + d a ɾ u	650	537 609	TREE ?				7 1 7 9 1 7 5 7	XBZ_AXBZ	AKA_TARY	8	8.A.V 8.K.C 8.A.V 8._._ 8.T.C 8.A.V 8.R.C 8.Y.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	aga+daɾu	0	1538	1359	1240	796	1325	1240
10003	Kulina	STING	oɾi	oɾi	o ɾ i	o ɾ i	5	1271	HORN				7 5 7	XBZ	URI	6	6.U.V 6.R.C 6.I.V	1.5 1.75 0.8	oɾi	1	1539	1360	1241	797	1326	1241
10063	Sorowaha	STING	kuwa	kuwa	k u w a	k u w a	689	638	STING			used only for stingray (?)	1 7 6 7	AXBZ	KYWA	8	8.K.C 8.Y.V 8.W.C 8.A.V	2.0 1.5 1.75 0.8	kuwa	0	1540	1361	1242	798	1327	1242
135	Banawa	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY				1 7 1 7	AXBZ	PUTE	2	2.P.C 2.U.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	bote	1	1541	1362	1243	799	1328	1243
446	Deni	STINGRAY	botani	botani	b o t a n i	b o t a n i	225	225	STINGRAY				1 7 1 7 4 7	AXBYBZ	PUTANI	3	3.P.C 3.U.V 3.T.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	botani	0	1541	1363	1243	799	1328	1243
739	Jamamadi	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY				1 7 1 7	AXBZ	PUTE	4	4.P.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.75 0.8	bote	1	1541	1362	1243	799	1328	1243
1068	Jarawara	STINGRAY	bote	bote	b o t e	b o t e - -	225	225	STINGRAY				1 7 1 7	AXBZ	PUTE	5	5.P.C 5.U.V 5.T.C 5.E.V	2.0 1.5 1.75 0.8	bote	1	1541	1362	1243	799	1328	1243
1442	Kulina	STINGRAY	botani	botani	b o t a n i	b o t a n i	225	225	STINGRAY				1 7 1 7 4 7	AXBYBZ	PUTANI	6	6.P.C 6.U.V 6.T.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	botani	0	1541	1363	1243	799	1328	1243
1724	Paumari	STINGRAY	boɗani	boɗani	b o ɗ a n i	b o ɗ a n i	225	225	STINGRAY				1 7 1 7 4 7	AXBYBZ	PUTANI	7	7.P.C 7.U.V 7.T.C 7.A.V 7.N.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	boɗani	0	1541	1363	1243	799	1328	1243
5024	Sorowaha	STINGRAY	miʃʲa	miʃʲa	m i ʃʲ a	m i ʃʲ a	530	520	STINGRAY				4 7 3 7	AXBZ	MISA	8	8.M.C 8.I.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	miʃʲa	0	1547	1368	1249	800	1334	1249
740	Jamamadi	STIR	tabo	tabo	t a b o	t a b o	694	694	STIR				1 7 1 7	AXBZ	TAPU	4	4.T.C 4.A.V 4.P.C 4.U.V	2.0 1.5 1.75 0.8	tabo	0	1548	1369	1250	801	1335	1250
1069	Jarawara	STIR	tabo	tabo	t a b o	t a b o	694	694	STIR				1 7 1 7	AXBZ	TAPU	5	5.T.C 5.A.V 5.P.C 5.U.V	2.0 1.5 1.75 0.8	tabo	0	1548	1369	1250	801	1335	1250
1725	Paumari	STIR	tabo	tabo	t a b o	t a b o	694	694	STIR				1 7 1 7	AXBZ	TAPU	7	7.T.C 7.A.V 7.P.C 7.U.V	2.0 1.5 1.75 0.8	tabo	0	1548	1369	1250	801	1335	1250
1899	Sorowaha	STIR	tabo	tabo	t a b o	t a b o	694	694	STIR				1 7 1 7	AXBZ	TAPU	8	8.T.C 8.A.V 8.P.C 8.U.V	2.0 1.5 1.75 0.8	tabo	0	1548	1369	1250	801	1335	1250
203	Banawa	STONE	jati	jati	j a t i	j a t i	80	80	STONE				6 7 1 7	AXBZ	JATI	2	2.J.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	jati	1	1549	1370	1251	802	1336	1251
811	Jamamadi	STONE	jati	jati	j a t i	j a t i	80	80	STONE				6 7 1 7	AXBZ	JATI	4	4.J.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	jati	1	1549	1370	1251	802	1336	1251
1163	Jarawara	STONE	jati	jati	j a t i	j a t i	80	80	STONE				6 7 1 7	AXBZ	JATI	5	5.J.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	jati	1	1549	1370	1251	802	1336	1251
1445	Kulina	STONE	tsiba	tsiba	ts i b a	ts i b a	554	546	STONE				2 7 1 7	AXBZ	CIPA	6	6.C.C 6.I.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	tsiba	0	1552	1373	1254	803	1339	1254
1785	Paumari	STONE	jaɗi	jaɗi	j a ɗ i	j a ɗ i	80	80	STONE				6 7 1 7	AXBZ	JATI	7	7.J.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 0.8	jaɗi	1	1549	1370	1251	802	1336	1251
10093	Sorowaha	STONE	zasi	zasi	z a s i	z a s i	723	665	STONE				3 7 3 7	AXBZ	SASI	8	8.S.C 8.A.V 8.S.C 8.I.V	2.0 1.5 1.75 0.8	zasi	0	1554	1370	1256	804	1341	1256
379	Deni	STORY	ima	ima	i m a	i m a	695	695	STORY				7 4 7	XBZ	IMA	3	3.I.V 3.M.C 3.A.V	1.5 1.75 0.8	ima	1	1555	1374	1257	805	1342	1257
1370	Kulina	STORY	ima	ima	i m a	i m a	695	695	STORY				7 4 7	XBZ	IMA	6	6.I.V 6.M.C 6.A.V	1.5 1.75 0.8	ima	1	1555	1374	1257	805	1342	1257
230	Banawa	STRAIGHTEN	ɸini	ɸini	ɸ i n i	ɸ i n i	377	400	STICK				3 7 4 7	AXBZ	BINI	2	2.B.C 2.I.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	ɸini	0	1556	1375	1258	806	1343	1258
837	Jamamadi	STRAIGHTEN	ɸini	ɸini	ɸ i n i	ɸ i n i	377	400	STICK				3 7 4 7	AXBZ	BINI	4	4.B.C 4.I.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	ɸini	0	1556	1375	1258	806	1343	1258
1194	Jarawara	STRAIGHTEN	ɸini	ɸini	ɸ i n i	ɸ i n i	377	400	STICK				3 7 4 7	AXBZ	BINI	5	5.B.C 5.I.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	ɸini	0	1556	1375	1258	806	1343	1258
448	Deni	STRETCH OUT LEGS	bitsʰo	bitsʰo	b i tsʰ o	b i tsʰ o - -	696	696	STRETCH.OUT.LEGS				1 7 2 7	AXBZ	PICU	3	3.P.C 3.I.V 3.C.C 3.U.V	2.0 1.5 1.75 0.8	bitsʰo	0	1557	1376	1259	807	1344	1259
1446	Kulina	STRETCH OUT LEGS	bitsʰo	bitsʰo	b i tsʰ o	b i tsʰ o - -	696	696	STRETCH.OUT.LEGS				1 7 2 7	AXBZ	PICU	6	6.P.C 6.I.V 6.C.C 6.U.V	2.0 1.5 1.75 0.8	bitsʰo	0	1557	1376	1259	807	1344	1259
1727	Paumari	STRETCH OUT LEGS	ʔbisoni	ʔbisoni	ɓ i s o n i	ɓ i s o n i	696	696	STRETCH.OUT.LEGS				1 7 3 7 4 7	AXBYBZ	PISUNI	7	7.P.C 7.I.V 7.S.C 7.U.V 7.N.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓisoni	0	1559	1378	1259	807	1344	1259
145	Banawa	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223	223	BEAT				6 7 1 7	AXBZ	WAKA	2	2.W.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	waka	0	1560	1379	1260	808	1345	1260
146	Banawa	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212	212	BEAT				1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	baː	0	1567	1386	1283	811	1368	1283
155	Banawa	STRIKE OR BEAT	baa	baa	b aː	b aː - - - -	369	212	BEAT				1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	baː	1	1567	1386	1283	811	1368	1283
363	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	daka	d a k a	- d a k a	38	38	HIT				1 7 1 7	AXBZ	TAKA	3	3.T.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	daka	0	1561	1379	1260	808	1345	1260
461	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	wakha	w a kʰ a	w a kʰ a	223	223	BEAT				6 7 1 7	AXBZ	WAKA	3	3.W.C 3.A.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	wakʰa	0	1560	1379	1260	808	1345	1260
462	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	baa	b aː	b aː	212	212	BEAT				1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	baː	0	1567	1386	1283	811	1368	1283
475	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	baa	b aː	b aː - - - -	369	212	BEAT				1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	baː	1	1567	1386	1283	811	1368	1283
